TenureYears,RelativeSalary,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,DaysLateLast30,Absences,PerformanceScoreNum,LowEngagementFlag,LowSatisfactionFlag,HighAbsenceFlag,LateRecentlyFlag,Attrition
3.232876712328767,0.9643299584981705,4.8,5,0,0,5,3,0,0,0,0,1
2.0054794520547947,1.0674639085871023,3.5,5,7,0,2,3,0,0,0,0,1
10.96986301369863,1.4816019141747674,5.0,4,3,0,4,3,0,0,0,0,0
0.852054794520548,1.2394930013995684,3.39,3,0,0,14,3,1,1,1,0,1
1.2027397260273973,0.8922241311075696,3.35,4,0,0,6,3,1,0,0,0,1
17.279452054794522,0.8775364595505217,4.5,2,6,0,14,3,0,1,1,0,0
11.353424657534246,1.0889764651116243,3.19,3,0,0,9,3,1,1,0,0,0
12.235616438356164,1.0737480079273498,3.5,5,0,0,17,3,0,0,1,0,0
2.967123287671233,1.0762329283165621,3.14,5,0,1,19,3,1,0,1,1,1
13.923287671232877,1.0635401045354813,4.51,4,0,0,3,3,0,0,0,0,0
14.843835616438357,1.0368360958257075,3.25,5,0,0,15,3,1,0,1,0,0
14.479452054794521,0.8179013172754105,3.84,3,5,0,4,3,0,1,0,0,0
10.021917808219179,1.2116047424596923,5.0,3,0,0,14,4,0,1,1,0,0
12.235616438356164,0.9832249321455779,4.96,4,6,0,3,3,0,0,0,0,0
11.852054794520548,0.8814491219717083,4.43,3,0,0,14,3,0,1,1,0,0
9.6,1.0305606655523576,5.0,5,6,0,7,3,0,0,0,0,0
11.468493150684932,1.0405254988675317,5.0,5,0,0,7,3,0,0,0,0,0
11.353424657534246,1.0283962279886396,5.0,4,0,0,11,3,0,0,1,0,0
9.413698630136986,1.142836361418535,4.5,5,7,0,8,3,0,0,0,0,0
11.736986301369862,0.904650418733292,3.3,4,0,0,11,3,1,0,1,0,0
12.580821917808219,1.0071130830082078,3.8,5,0,0,4,3,0,0,0,0,0
13.73150684931507,0.967373052161732,3.0,5,0,0,17,3,1,0,1,0,0
4.389041095890411,1.080603315597379,4.3,4,0,0,3,3,0,0,0,0,1
14.345205479452055,1.081103703018549,3.58,5,0,0,3,3,0,0,0,0,0
13.419178082191781,0.7075491136628127,4.7,3,6,0,2,3,0,1,0,0,0
1.6493150684931508,1.0685940174892985,4.2,5,0,0,9,3,0,0,0,0,1
1.073972602739726,0.9902500269147779,4.2,4,0,0,6,3,0,0,0,0,1
9.583561643835617,0.8402005188865925,4.1,4,0,0,5,4,0,0,0,0,0
12.580821917808219,1.052614979173269,4.4,5,0,0,3,3,0,0,0,0,0
5.208219178082191,0.9864971212560028,2.0,3,0,5,16,2,1,1,1,1,1
15.550684931506849,1.1350621466013837,4.13,2,0,3,3,2,0,1,0,1,0
17.087671232876712,2.843868510316321,3.7,5,0,0,15,4,0,0,1,0,0
11.084931506849315,1.0571685047059163,4.73,5,0,0,6,3,0,0,0,0,0
10.854794520547944,0.8607872032492986,3.04,3,6,0,2,3,1,1,0,0,0
9.583561643835617,0.9365417770425284,4.12,5,0,0,15,3,0,0,1,0,0
11.238356164383562,0.9512114813386213,5.0,3,4,0,5,3,0,1,0,0,0
11.756164383561643,0.9517492417904814,4.62,4,0,0,8,3,0,0,0,0,0
11.238356164383562,0.8759935647008015,3.1,5,8,0,19,3,1,0,1,0,0
13.597260273972603,0.9604602957744557,5.0,3,0,0,1,3,0,1,0,0,0
14.24931506849315,0.9389603162448502,3.96,4,0,0,6,3,0,0,0,0,0
7.575342465753424,0.9505859839967005,4.3,4,3,2,2,3,0,0,0,1,0
5.068493150684931,0.9294195960812083,5.0,4,0,0,14,3,0,0,1,0,1
14.076712328767123,1.0653708928455217,3.79,5,5,0,8,3,0,0,0,0,0
11.353424657534246,0.8914983845571416,1.93,3,0,6,5,1,1,1,0,1,0
4.589041095890411,0.9720025656227776,4.62,5,0,0,1,3,0,0,0,0,1
11.583561643835617,0.8871702181537524,1.12,2,0,4,9,1,1,1,0,1,0
8.96986301369863,0.9974796177063038,3.01,5,7,0,15,3,1,0,1,0,0
11.736986301369862,0.854978627391814,4.3,4,0,0,1,3,0,0,0,0,0
13.961643835616439,0.8576588620014302,2.3,1,0,2,17,1,1,1,1,1,0
13.07945205479452,1.0271952981778316,3.88,4,0,0,6,2,0,0,0,0,0
13.846575342465753,0.7728483719971069,3.4,5,0,0,15,3,1,0,1,0,0
11.084931506849315,0.7275667019421285,4.11,4,6,0,16,3,0,0,1,0,0
12.084931506849315,1.4308815238999495,4.3,5,5,0,4,4,0,0,0,0,0
15.073972602739726,1.0750021369527474,4.77,5,0,0,14,4,0,0,1,0,0
11.383561643835616,1.2541043140977333,4.52,4,0,0,4,3,0,0,0,0,0
15.783561643835617,1.0427073082341025,2.9,3,0,0,6,3,1,1,0,0,0
6.178082191780822,1.001942412989451,5.0,3,0,0,7,3,0,1,0,0,1
11.238356164383562,0.8154313415386761,4.7,5,0,0,8,3,0,0,0,0,0
11.852054794520548,0.905451038607164,4.2,3,0,0,3,3,0,1,0,0,0
11.583561643835617,0.9481841243750844,3.0,1,0,2,5,1,1,1,0,1,0
6.49041095890411,1.0064458997799812,5.0,4,0,5,16,2,0,0,1,1,1
4.024657534246575,0.9861635296418894,2.3,3,0,5,19,2,1,1,1,1,1
2.095890410958904,1.0451686502999376,2.1,5,4,4,19,2,1,0,1,1,1
11.583561643835617,1.1971935847299955,4.4,5,0,0,17,3,0,0,1,0,0
11.967123287671233,1.0992177276649042,4.0,4,0,0,7,3,0,0,0,0,0
4.528767123287671,0.9632124265908908,3.13,3,0,0,16,3,1,1,1,0,1
10.73972602739726,1.0684439012629474,1.56,5,0,6,15,1,1,0,1,1,0
10.854794520547944,0.5497985672228322,1.2,3,6,3,2,1,1,1,0,1,0
14.076712328767123,0.9762558587027228,5.0,5,0,0,19,3,0,0,1,0,0
2.1095890410958904,1.2110876754578166,4.76,5,0,0,20,3,0,0,1,0,1
1.7698630136986302,0.9334727341926855,3.66,3,0,0,6,3,0,1,0,0,1
3.8904109589041096,1.0163006288479746,2.0,5,0,4,7,1,1,0,0,1,1
14.813698630136987,1.8338294975389595,5.0,5,5,0,15,4,0,0,1,0,0
17.087671232876712,1.3838749967111728,5.0,3,2,0,3,3,0,1,0,0,0
14.419178082191781,0.9737876471519674,4.3,3,0,2,7,3,0,1,0,1,0
15.76986301369863,0.6769406449145642,4.7,4,5,0,1,3,0,0,0,0,0
10.854794520547944,0.8714914122904248,4.5,3,0,0,5,3,0,1,0,0,0
14.728767123287671,0.8868699857010504,4.2,4,0,0,12,3,0,0,1,0,0
10.854794520547944,0.856279634686856,3.73,3,0,0,19,3,0,1,1,0,0
5.027397260273973,0.8590818042454081,4.24,4,0,0,2,3,0,0,0,0,1
1.1643835616438356,0.8596715678787274,3.97,4,0,0,7,3,0,0,0,0,1
3.23013698630137,0.9162594069044366,3.97,4,0,3,15,2,0,0,1,1,1
11.353424657534246,0.9643299584981705,3.9,4,0,0,3,4,0,0,0,0,0
10.96986301369863,0.8913101458779699,4.5,5,0,0,20,3,0,0,1,0,0
0.07397260273972603,1.1827170017835538,4.6,4,4,0,10,3,0,0,0,0,1
10.854794520547944,0.7693738935208537,4.3,5,7,0,20,3,0,0,1,0,0
12.235616438356164,0.8843180098530832,4.3,5,0,0,7,3,0,0,0,0,0
14.575342465753424,0.9989734476238421,4.5,4,0,0,1,4,0,0,0,0,0
1.093150684931507,1.1491897514590843,3.0,3,0,3,10,1,1,1,0,1,1
11.084931506849315,0.6309403712824774,4.61,4,5,0,11,3,0,0,1,0,0
11.736986301369862,1.1146129806562353,4.6,3,0,0,20,3,0,1,1,0,0
13.597260273972603,0.8053735543731586,5.0,3,0,0,2,3,0,1,0,0,0
12.35068493150685,1.1033375840992041,4.4,5,0,0,1,3,0,0,0,0,0
12.465753424657533,0.8215694272383618,4.1,5,0,0,3,3,0,0,0,0,0
10.67945205479452,1.0500963624867132,4.63,3,0,0,2,3,0,1,0,0,0
2.8904109589041096,1.0643740835707647,5.0,5,0,0,17,3,0,0,1,0,1
8.794520547945206,1.0201449261028528,4.2,5,5,0,8,3,0,0,0,0,0
2.652054794520548,1.0383100744126648,4.5,5,0,0,20,3,0,0,1,0,1
14.191780821917808,0.9145080509303415,4.2,4,0,0,13,3,0,0,1,0,0
12.235616438356164,1.0715963420163186,5.0,3,0,0,20,3,0,1,1,0,0
3.9342465753424656,0.8702904824796168,4.64,4,0,0,8,3,0,0,0,0,1
11.736986301369862,1.0352181764972577,4.76,4,0,0,5,4,0,0,0,0,0
13.482191780821918,0.7839069340049645,4.17,4,0,0,1,3,0,0,0,0,0
2.4383561643835616,1.1358627664752559,5.0,3,0,0,15,3,0,1,1,0,1
11.468493150684932,1.021484432474395,3.6,5,0,0,9,3,0,0,0,0,0
0.6465753424657534,1.058786424034366,3.03,5,0,0,16,3,1,0,1,0,1
10.854794520547944,1.0096261625242724,4.48,5,6,0,4,3,0,0,0,0,0
11.756164383561643,2.606381711608067,4.5,4,0,0,19,3,0,0,1,0,0
0.1589041095890411,0.6953431755676516,3.24,3,4,0,6,3,1,1,0,0,1
13.961643835616439,0.924465760611625,4.8,4,0,0,4,3,0,0,0,0,0
9.665753424657535,1.1565621261309893,3.0,5,0,0,4,3,1,0,0,0,0
10.67123287671233,1.0840893479648637,4.5,3,0,0,6,3,0,1,0,0,0
2.1095890410958904,1.1372471716738262,3.72,3,0,0,18,3,0,1,1,0,1
1.5917808219178082,1.385772924188273,2.34,2,0,3,4,2,1,1,0,1,1
12.465753424657533,0.8658036752697922,3.99,3,0,0,14,3,0,1,1,0,0
13.252054794520548,1.0214908815764934,4.1,3,0,0,7,3,0,1,0,0,0
12.35068493150685,0.7517320228237316,4.3,5,0,0,7,3,0,0,0,0,0
14.591780821917808,1.0128508587709575,4.6,4,0,0,11,4,0,0,1,0,0
12.082191780821917,1.0080471395277253,5.0,5,0,0,9,3,0,0,0,0,0
6.47945205479452,0.7812215215113519,4.7,4,0,0,9,4,0,0,0,0,1
11.084931506849315,1.0889650443251013,3.75,3,5,0,2,3,0,1,0,0,0
11.583561643835617,1.0561844094442818,4.3,3,0,0,1,4,0,1,0,0,0
5.227397260273973,1.0200230784743944,4.0,4,0,0,4,3,0,0,0,0,1
2.463013698630137,0.9990985095513613,4.5,5,0,0,2,3,0,0,0,0,1
12.35068493150685,0.8420185931835102,3.07,4,0,0,10,3,1,0,0,0,0
12.465753424657533,0.9456821643617938,4.3,5,0,0,13,3,0,0,1,0,0
13.597260273972603,1.0,4.83,3,0,0,10,3,0,1,0,0,0
3.6904109589041094,0.9007807560095771,3.6,5,0,0,16,3,0,0,1,0,1
2.2904109589041095,0.7578033902005947,3.49,4,0,0,6,3,1,0,0,0,1
11.967123287671233,0.7781691582422148,3.1,3,0,0,3,3,1,1,0,0,0
15.073972602739726,1.0670428164836714,3.38,3,0,0,17,3,1,1,1,0,0
14.92054794520548,1.032981471802266,3.65,5,0,0,20,3,0,0,1,0,0
11.238356164383562,0.9602466974585183,4.46,5,6,0,7,3,0,0,0,0,0
4.923287671232877,1.3803687400396367,4.78,4,0,0,9,3,0,0,0,0,1
1.2273972602739727,1.102086615546279,4.52,3,0,0,20,3,0,1,1,0,1
13.578082191780823,0.7692622621453883,5.0,5,0,0,13,3,0,0,1,0,0
12.082191780821917,0.8987087677809471,5.0,4,4,0,3,3,0,0,0,0,0
1.0356164383561643,1.033500179684574,4.9,3,0,0,20,3,0,1,1,0,1
9.342465753424657,0.8405120546472948,4.1,5,7,0,2,3,0,0,0,0,0
6.901369863013699,1.062088981014088,4.88,3,0,0,17,3,0,1,1,0,1
10.084931506849315,1.2960517050053626,4.1,4,0,0,20,3,0,0,1,0,0
13.73150684931507,1.0798026957235072,4.1,3,0,0,10,3,0,1,0,0,0
13.76986301369863,1.0203694802977628,4.53,3,0,0,16,3,0,1,1,0,0
12.35068493150685,1.2995895306820886,4.1,3,0,0,11,4,0,1,1,0,0
7.232876712328767,0.8777462550550502,3.18,4,0,0,16,3,1,0,1,0,1
12.580821917808219,1.0583193957746073,4.0,3,0,0,7,3,0,1,0,0,0
15.043835616438356,0.5334280331127793,4.64,4,5,0,14,4,0,0,1,0,0
3.191780821917808,1.1214849679069703,4.65,4,0,0,15,3,0,0,1,0,1
12.465753424657533,1.223113653146603,4.2,4,0,0,19,4,0,0,1,0,0
10.96986301369863,0.8682889327949367,5.0,3,0,0,6,3,0,1,0,0,0
4.021917808219178,0.7911792311926354,5.0,4,0,0,17,4,0,0,1,0,1
5.008219178082192,0.8804817062907797,3.08,4,0,0,18,3,1,0,1,0,1
12.082191780821917,0.7571695661337793,4.6,4,0,0,14,3,0,0,1,0,0
9.736986301369862,1.0405556423230713,5.0,3,0,0,4,3,0,1,0,0,0
1.126027397260274,1.1410000773326014,5.0,4,0,0,16,3,0,0,1,0,1
12.235616438356164,1.0232755967119997,4.1,3,0,0,11,3,0,1,1,0,0
12.235616438356164,1.112628770274978,4.5,5,4,0,14,3,0,0,1,0,0
14.687671232876712,0.9028990627591968,5.0,4,0,0,8,3,0,0,0,0,0
10.854794520547944,0.9226310067340016,5.0,5,0,0,16,3,0,0,1,0,0
13.07945205479452,1.04764446412298,3.93,3,0,0,20,3,0,1,1,0,0
9.583561643835617,0.9164472494965898,3.4,4,0,0,7,3,1,0,0,0,0
4.6136986301369864,1.0451258474364242,4.18,4,0,0,17,3,0,0,1,0,1
10.854794520547944,0.9288524903372156,5.0,4,0,0,10,3,0,0,0,0,0
13.473972602739726,1.3955304789010885,4.37,3,0,0,2,3,0,1,0,0,0
3.0575342465753423,0.9307206033762504,3.0,2,0,6,6,1,1,1,0,1,1
14.24931506849315,0.9708683541347922,3.7,3,0,0,14,3,0,1,1,0,0
13.975342465753425,1.6174788264809925,2.39,3,6,4,13,2,1,1,1,1,0
12.734246575342466,1.208602417932672,4.7,3,0,0,1,4,0,1,0,0,0
14.076712328767123,1.2026978463628657,4.1,4,0,0,12,3,0,0,1,0,0
10.96986301369863,0.5418966165227626,3.81,3,6,0,6,3,0,1,0,0,0
12.849315068493151,1.057985804160494,4.4,4,0,0,18,3,0,0,1,0,0
12.734246575342466,1.2412443573736636,4.29,5,0,0,11,3,0,0,1,0,0
12.580821917808219,0.9603268591288103,4.1,4,0,0,13,3,0,0,1,0,0
8.983561643835616,0.9057984452422633,5.0,3,6,0,17,3,0,1,1,0,0
2.5232876712328767,0.8418184382150422,4.3,3,0,0,19,3,0,1,1,0,1
3.1506849315068495,0.7783359540492715,3.18,3,0,0,10,3,1,1,0,0,1
11.736986301369862,0.8088762663213488,5.0,5,0,0,11,3,0,0,1,0,0
12.849315068493151,0.8837509041090905,4.0,3,0,0,12,4,0,1,1,0,0
12.580821917808219,0.9222971284493102,5.0,5,0,0,2,3,0,0,0,0,0
12.580821917808219,1.035151458174435,3.6,5,0,0,4,3,0,0,0,0,0
11.238356164383562,1.1131618571348423,4.53,5,0,0,5,3,0,0,0,0,0
4.087671232876712,0.8785802340903336,2.33,2,0,6,3,1,1,1,0,1,1
1.2657534246575342,1.2003627050640724,5.0,3,0,0,17,3,0,1,1,0,1
12.35068493150685,0.9129720738811125,4.28,3,0,0,1,3,0,1,0,0,0
12.35068493150685,0.7908456395785222,5.0,3,0,0,13,4,0,1,1,0,0
11.967123287671233,0.8850185522427212,4.25,3,0,4,6,2,0,1,0,1,0
11.084931506849315,0.9966369268237314,5.0,5,0,0,18,3,0,0,1,0,0
2.9315068493150687,1.0594035685204757,3.89,4,0,0,7,3,0,0,0,0,1
3.835616438356164,1.1473589412796061,5.0,5,3,0,13,4,0,0,1,0,1
1.4164383561643836,0.9590825247999684,4.7,4,5,0,19,3,0,0,1,0,1
6.96986301369863,0.8934250609183777,3.54,5,0,4,15,2,0,0,1,1,1
4.2,1.0052783291305845,2.4,5,0,5,2,2,1,0,0,1,1
4.446575342465754,0.7672273532992968,3.45,4,0,0,5,3,1,0,0,0,1
1.726027397260274,0.9666484202162583,4.2,5,0,0,12,4,0,0,1,0,1
5.567123287671233,1.2454476117114917,4.16,5,0,0,6,3,0,0,0,0,1
13.846575342465753,1.238058557458881,4.3,3,0,0,14,3,0,1,1,0,0
11.238356164383562,0.9638319371503361,4.6,5,7,0,16,4,0,0,1,0,0
1.4082191780821918,1.0795691815936277,5.0,3,0,0,13,3,0,1,1,0,1
18.257534246575343,0.7839569727470814,3.66,3,0,0,15,3,0,1,1,0,0
14.076712328767123,0.8954948365149406,4.2,5,0,0,9,3,0,0,0,0,0
7.057534246575343,0.7805876974445366,3.17,4,0,0,14,3,1,0,1,0,1
12.082191780821917,0.9919680237274617,4.8,3,0,0,14,3,0,1,1,0,0
0.7315068493150685,0.7744329321641452,4.5,5,0,0,16,3,0,0,1,0,1
4.482191780821918,0.8776026812545699,4.15,4,0,0,4,3,0,0,0,0,1
9.342465753424657,0.9882074460895337,4.4,4,6,0,10,3,0,0,0,0,0
6.534246575342466,1.0296138373801533,3.8,5,0,0,19,3,0,0,1,0,1
11.736986301369862,0.8949880400710168,3.98,3,0,0,4,3,0,1,0,0,0
4.671232876712328,0.7524992835361924,5.0,4,0,0,11,3,0,0,1,0,1
14.191780821917808,0.7795702430214909,4.36,5,0,0,16,4,0,0,1,0,0
0.07123287671232877,1.0836890380279276,4.5,4,0,0,10,3,0,0,0,0,1
0.5972602739726027,0.9270177364595922,4.2,5,0,0,13,3,0,0,1,0,1
5.046575342465753,0.8411178958254042,5.0,3,0,0,11,3,0,1,1,0,1
5.353424657534247,1.0244932061035135,3.6,3,0,4,16,2,0,1,1,1,1
12.580821917808219,1.0567014764461575,3.6,5,0,0,4,4,0,0,0,0,0
10.96986301369863,0.926011779366822,3.69,5,6,0,15,3,0,0,1,0,0
3.8493150684931505,1.2362895489026695,3.88,3,7,0,12,3,0,1,1,0,1
9.076712328767123,1.5483496358715183,4.94,3,5,0,17,3,0,1,1,0,0
12.082191780821917,1.0112329394425077,5.0,4,0,0,8,3,0,0,0,0,0
7.364383561643836,0.8870201019274013,5.0,5,0,0,4,3,0,0,0,0,1
13.043835616438356,1.4518160269280347,3.6,5,7,0,13,3,0,0,1,0,0
3.8219178082191783,1.535049220807907,4.3,4,6,0,8,3,0,0,0,0,1
13.252054794520548,0.9076165392522041,4.2,3,6,0,2,3,0,1,0,0,0
9.58904109589041,0.7964499786956264,2.6,4,0,5,4,2,1,0,0,1,0
9.56986301369863,0.7743995730027339,4.6,5,0,0,7,3,0,0,0,0,1
15.438356164383562,0.9669986914110773,4.1,3,0,0,13,3,0,1,1,0,0
0.8191780821917808,0.9120417074642218,4.2,3,5,0,2,3,0,1,0,0,1
11.353424657534246,0.936508417881117,3.51,3,0,0,2,3,0,1,0,0,0
12.35068493150685,0.8493742882747096,5.0,5,0,0,14,3,0,0,1,0,0
11.35068493150685,0.5228474550567539,3.31,3,6,0,7,3,1,1,0,0,0
12.465753424657533,0.8687893202161067,4.81,4,0,0,15,3,0,0,1,0,0
11.084931506849315,0.9048197160160487,3.32,3,7,0,16,3,1,1,1,0,0
10.767123287671232,0.7232014758708427,5.0,3,5,0,2,3,0,1,0,0,0
5.4520547945205475,1.065458256316633,4.68,4,0,0,20,3,0,0,1,0,1
11.353424657534246,1.0117166472829722,4.3,3,0,0,4,4,0,1,0,0,0
11.72054794520548,1.056916743853867,2.4,4,0,2,16,2,1,0,1,1,0
2.0,0.7661032583377572,3.8,4,4,0,17,3,0,0,1,0,1
12.235616438356164,0.9830778072113409,3.73,3,0,0,16,3,0,1,1,0,0
14.66027397260274,0.6860685827506289,4.3,3,5,0,19,3,0,1,1,0,0
9.6,0.9021307862471853,3.27,4,5,0,13,3,1,0,1,0,0
13.961643835616439,1.0678434363575435,2.4,2,1,6,20,1,1,1,1,1,0
13.345205479452055,1.0960819664922388,4.83,5,0,0,15,3,0,0,1,0,0
2.128767123287671,1.041222825551298,4.1,4,0,0,16,4,0,0,1,0,1
15.073972602739726,0.7999693702245223,4.1,4,0,0,9,3,0,0,0,0,0
11.736986301369862,0.8437871193363161,1.81,2,0,3,5,1,1,1,0,1,0
11.353424657534246,0.8775782470009765,3.9,5,5,0,9,3,0,0,0,0,0
11.967123287671233,1.0233756741962337,4.7,3,0,0,4,3,0,1,0,0,0
15.361643835616439,0.8705314916770944,4.1,4,0,0,18,3,0,0,1,0,0
17.07945205479452,1.0621890584983222,3.73,4,0,0,12,3,0,0,1,0,0
11.084931506849315,1.0512305739746985,4.36,5,0,0,10,3,0,0,0,0,0
13.73150684931507,0.9880650018423355,3.4,5,0,0,13,3,1,0,1,0,0
11.583561643835617,0.9789402459985989,4.5,5,5,0,1,4,0,0,0,0,0
8.794520547945206,0.9282474029677543,3.4,3,6,0,14,3,1,1,1,0,0
3.9315068493150687,1.0133512461921275,4.5,5,0,0,11,3,0,0,1,0,1
6.1506849315068495,1.2042990861106098,3.93,3,0,0,3,3,0,1,0,0,1
11.353424657534246,0.8451916694809049,3.69,3,0,0,18,3,0,1,1,0,0
5.175342465753425,0.807508540703484,3.98,4,0,0,1,3,0,0,0,0,1
3.1835616438356165,1.1204675134839246,4.1,4,0,0,15,3,0,0,1,0,1
12.964383561643835,0.9397108973766052,4.21,5,0,0,4,3,0,0,0,0,0
20.07945205479452,0.9324620171245817,4.1,3,0,0,6,4,0,1,0,0,0
11.967123287671233,1.0512305739746985,2.44,5,0,4,18,2,1,0,1,1,0
1.104109589041096,0.7755759460911821,5.0,3,5,0,11,3,0,1,1,0,1
5.156164383561644,1.0571278725676725,4.6,3,4,0,9,3,0,1,0,0,1
3.4767123287671233,1.2478494713331079,4.4,3,0,0,5,3,0,1,0,0,1
10.854794520547944,0.7832821509460087,5.0,4,7,0,8,3,0,0,0,0,0
14.591780821917808,0.8377924413996175,2.81,3,0,0,16,3,1,1,1,0,0
3.4821917808219176,0.9761391016377832,4.5,5,0,0,15,4,0,0,1,0,1
14.517808219178082,1.4840823728674777,3.93,3,0,0,19,3,0,1,1,0,0
13.923287671232877,0.8090643229783375,4.5,4,0,0,11,3,0,0,1,0,0
2.0191780821917806,1.1744647690446284,4.33,3,7,0,9,3,0,1,0,0,1
4.372602739726028,0.830192770463192,4.3,5,0,0,18,4,0,0,1,0,1
10.58904109589041,1.0352682152393746,3.21,3,0,0,7,3,1,1,0,0,0
11.468493150684932,1.1098759797358257,3.11,5,0,0,4,3,1,0,0,0,0
0.2684931506849315,1.3429064017747074,4.5,3,0,0,5,3,0,1,0,0,1
3.052054794520548,0.8385492403967314,2.5,3,0,6,13,2,1,1,1,1,1
8.96986301369863,0.8747057630873611,3.42,4,7,0,17,3,1,0,1,0,0
10.854794520547944,1.1046865264219803,4.2,4,8,0,7,3,0,0,0,0,0
3.345205479452055,0.9736038053705217,5.0,5,0,0,11,3,0,0,1,0,1
4.315068493150685,0.9197120801105098,5.0,3,0,0,7,3,0,1,0,0,1
1.3424657534246576,0.9684498149324704,3.6,5,0,0,9,3,0,0,0,0,1
3.4657534246575343,0.9962379963881126,4.3,4,0,0,16,3,0,0,1,0,1
3.1232876712328768,1.1760271968145033,5.0,3,0,0,7,4,0,1,0,0,1
11.353424657534246,1.0082139353347819,3.4,4,0,0,14,3,1,0,1,0,0
11.583561643835617,1.0990676114385531,4.07,4,0,0,13,3,0,0,1,0,0
7.076712328767123,0.8091764987740508,3.2,2,0,5,4,1,1,1,0,1,1
15.827397260273973,2.271166925463279,4.6,5,6,0,16,4,0,0,1,0,0
10.854794520547944,0.9199230533384763,5.0,3,5,0,11,3,0,1,1,0,0
11.353424657534246,0.7513483924675013,4.5,5,0,0,2,3,0,0,0,0,0
